src_university,dst_university,relation
Đại học Stanford,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Kansas,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Michigan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Minnesota,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học North Carolina tại Chapel Hill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Texas tại Austin,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Virginia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Washington,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Wisconsin–Madison,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Duke,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học New York,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Nam California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Stanford,Đại học Toronto,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Sư phạm Hoa Đông,Đại học,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học South Carolina,Cử nhân Nghệ thuật,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thammasat,Đại học Chiang Mai,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thammasat,Đại học Chulalongkorn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thammasat,Đại học Srinakharinwirot,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Sungkyunkwan,Đại học Quốc gia Seoul,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Kansas,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Michigan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Minnesota,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học North Carolina tại Chapel Hill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Virginia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Washington,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Wisconsin–Madison,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Duke,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học New York,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Nam California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Texas tại Austin,Đại học Toronto,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Bắc Kinh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Phục Đán,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Nam Kinh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Giao thông Thượng Hải,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Giao thông Tây An,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Chiết Giang,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Georgetown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Bocconi,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Luân Đôn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Tokyo,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Keio,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Thanh Hoa,Đại học Quốc gia Singapore,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tiểu bang Kansas,Kansas State University,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học Bắc Kinh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học Quốc gia Seoul,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học Georgetown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học Bocconi,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học Luân Đôn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học Thanh Hoa,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học Keio,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học Chiết Giang,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tokyo,Đại học Quốc gia Singapore,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tây Úc,Đại học Giao thông Thượng Hải,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tübingen,Đại học Marburg,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Kansas,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Michigan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Minnesota,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học North Carolina tại Chapel Hill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Texas tại Austin,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Virginia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Washington,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Wisconsin–Madison,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Duke,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học New York,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Toronto,Đại học Nam California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Tổng hợp Kim Nhật Thành,Đại học Quốc gia Úc,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Warsaw,Đại học Warszawa,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Viên,Đại học Jagiellonia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Viên,Đại học Paris,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Viên,Đại học Hamburg,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Lund,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Helsinki,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Sydney,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Melbourne,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Toronto,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Bắc Kinh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Copenhagen,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Tartu,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Freiburg,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Heidelberg,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Kyoto,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Waseda,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Leiden,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Oslo,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Đại học Edinburgh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Uppsala,Cornell University,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wien,Đại học Viên,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Kansas,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Michigan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Minnesota,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học North Carolina tại Chapel Hill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Texas tại Austin,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Virginia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Wisconsin–Madison,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Duke,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học New York,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Nam California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Washington,Đại học Toronto,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học William & Mary,Đại học William và Mary,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin-Madison,Đại học Wisconsin–Madison,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Kansas,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Michigan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Minnesota,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học North Carolina tại Chapel Hill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Texas tại Austin,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Virginia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Washington,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Duke,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học New York,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Nam California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Wisconsin–Madison,Đại học Toronto,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Waseda,Đại học Keio,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yangon,Đại học Calcutta,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yangon,Đại học Indonesia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yangon,Đại học Gadjah Mada,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yangon,Đại học Malaya,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yangon,Đại học Philippines,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yangon,Đại học Quốc gia Singapore,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yangon,Đại học Chulalongkorn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yangon,Đại học Chiang Mai,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yangon,Đại học Cần Thơ,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học William & Mary,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học North Carolina tại Chapel Hill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Duke,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Thanh Hoa,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Học viện Quân sự Hoa Kỳ,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Kansas,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Michigan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Minnesota,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Texas tại Austin,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Washington,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Wisconsin–Madison,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học New York,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Nam California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Virginia,Đại học Toronto,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học quốc lập Đài Loan,Đại học,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học quốc lập Đài Loan,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học quốc lập Đài Loan,Đại học Thanh Hoa,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học William & Mary,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Quốc gia Singapore,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Duke,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Kansas,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Michigan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Minnesota,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học North Carolina tại Chapel Hill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Texas tại Austin,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Virginia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Washington,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Wisconsin–Madison,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học New York,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Nam California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Yale,Đại học Toronto,UNIVERSITY_MENTIONS_UNIVERSITY
