src_university,dst_person,relation,year
Đại học Sofia,Georgi Parvanov,ALUMNI_OF,
Đại học bang Michigan,Moussa Koussa,ALUMNI_OF,
Học viện Hải quân Hoa Kỳ,Roscoe H. Hillenkoetter,ALUMNI_OF,
Sapienza University of Rome,Federica Mogherini,ALUMNI_OF,
"Trường St. Stephen, Delhi",Muhammad Zia-ul-Haq,ALUMNI_OF,
Đại học Oxford,Imran Khan,ALUMNI_OF,
"Đại học Cao đẳng Chính phủ, Lahore",Shehbaz Sharif,ALUMNI_OF,
"Đại học Punjab, Lahore",Yahya Khan,ALUMNI_OF,
Học viện Quân sự Ấn Độ,Yahya Khan,ALUMNI_OF,
Đại học Drexel,Alassane Ouattara,ALUMNI_OF,
Đại học Pennsylvania,Alassane Ouattara,ALUMNI_OF,
Đại học Pennsylvania,Noam Chomsky,ALUMNI_OF,
Royal Military Academy Sandhurst,Mohamed bin Zayed Al Nahyan,ALUMNI_OF,
Clemson University,Nikki Haley,ALUMNI_OF,
"Đại học California, Berkeley",John Kenneth Galbraith,ALUMNI_OF,
Đại học Toronto,John Kenneth Galbraith,ALUMNI_OF,
Đại học Khoa học Hoàng gia,H. G. Wells,ALUMNI_OF,
Đại học Hoàng gia Luân Đôn,H. G. Wells,ALUMNI_OF,
Đại học Charles ở Praha,Karel Čapek,ALUMNI_OF,
Đại học Leiden,René Descartes,ALUMNI_OF,
Đại học Utrecht,René Descartes,ALUMNI_OF,
Đại học Yale,Rafael Mandelman,ALUMNI_OF,
Đại học Harvard,Rafael Mandelman,ALUMNI_OF,
"Đại học California, Berkeley",Rafael Mandelman,ALUMNI_OF,
"Đại học New York, Albany",Harvey Milk,ALUMNI_OF,
Đại học Chicago,Roger Ebert,ALUMNI_OF,
Đại học Tokyo,Uchibori Masao,ALUMNI_OF,
"University of California, Santa Cruz",H3h3Productions,ALUMNI_OF,
Shenkar College of Engineering and Design,H3h3Productions,ALUMNI_OF,
Đại học Princeton,Pete Hegseth,ALUMNI_OF,
Đại học Harvard,Pete Hegseth,ALUMNI_OF,
The Catholic University of America,Martin O'Malley,ALUMNI_OF,
"Đại học Maryland, Baltimore",Martin O'Malley,ALUMNI_OF,
Đại học Princeton,Ted Cruz,ALUMNI_OF,1992
Đại học Harvard,Ted Cruz,ALUMNI_OF,1992
Đại học Yale,Ben Carson,ALUMNI_OF,
Đại học Michigan,Ben Carson,ALUMNI_OF,
University of Southern California,Dean Heller,ALUMNI_OF,
Đại học Paris,Jacques-Louis David,ALUMNI_OF,
Đại học San Andrés,Luis Arce,ALUMNI_OF,
Đại học Warwick,Luis Arce,ALUMNI_OF,
Đại học Oxford,John Wilkins,ALUMNI_OF,
Viện Công nghệ Massachusetts,Vannevar Bush,ALUMNI_OF,
Oberlin College,Khổng Tường Hy,ALUMNI_OF,
Soochow University (Suzhou),Tưởng Vĩ Quốc,ALUMNI_OF,
Học viện quân sự trung ương,Tưởng Vĩ Quốc,ALUMNI_OF,
Đại học quốc phòng,Tưởng Vĩ Quốc,ALUMNI_OF,
Đại học Philippines Manila,Elpidio Quirino,ALUMNI_OF,
Đại học quốc lập Đài Loan,Trần Thủy Biển,ALUMNI_OF,
Đại học Leipzig,Robert Schumann,ALUMNI_OF,
Đại học Heidelberg,Robert Schumann,ALUMNI_OF,
Đại học Leipzig,Richard Wagner,ALUMNI_OF,
Đại học Paris,Edvard Beneš,ALUMNI_OF,
Đại học Cambridge,Robert Service (sử gia),ALUMNI_OF,
"Đại học California, Berkeley",Stephen Kotkin,ALUMNI_OF,
Đại học Warsaw,Małgorzata Kidawa-Błońska,ALUMNI_OF,
Học viện Mỹ thuật Jan Matejko,Jan Matejko,ALUMNI_OF,
Đại học Jagiellonia,Jan Matejko,ALUMNI_OF,
Đại học Viên,Christian Stocker,ALUMNI_OF,
Đại học Innsbruck,Alexander Van der Bellen,ALUMNI_OF,
Trường trung học Henriettenplatz,Werner Faymann,ALUMNI_OF,
Đại học Viên,Sebastian Kurz,ALUMNI_OF,
Đại học Âm nhạc và Nghệ thuật biểu diễn Vienna,Anton Bruckner,ALUMNI_OF,
Đại học Graz,Karl Böhm,ALUMNI_OF,
Đại học Viên,Gustav Mahler,ALUMNI_OF,
Đại học Âm nhạc và Nghệ thuật biểu diễn Vienna,Franz Schubert,ALUMNI_OF,
Đại học Âm nhạc và Nghệ thuật biểu diễn Vienna,Alban Berg,ALUMNI_OF,
Đại học Quốc gia Singapore,Trần Phùng Phú Trân,ALUMNI_OF,
Đại học Harvard,Trần Phùng Phú Trân,ALUMNI_OF,
Đại học Potchefstroom,Marike de Klerk,ALUMNI_OF,
Đại học Columbia,Bhimrao Ambedkar,ALUMNI_OF,
Trường Kinh tế và Khoa học Chính trị Luân Đôn,Bhimrao Ambedkar,ALUMNI_OF,
Đại học Syracuse,Aaron Sorkin,ALUMNI_OF,
Scarsdale High School,Aaron Sorkin,ALUMNI_OF,
Đại học Boston,Alexandria Ocasio-Cortez,ALUMNI_OF,
Đại học King Saud,Mohammed bin Salman,ALUMNI_OF,
Aspen Institute,Oleksiy Honcharuk,ALUMNI_OF,
Đại học Quốc gia Taras Shevchenko của Kyiv,Petro Oleksiyovych Poroshenko,ALUMNI_OF,
Học viện Quản trị Nhân sự,Volodymyr Groysman,ALUMNI_OF,
National Academy of Management,Volodymyr Groysman,ALUMNI_OF,
Đại học Quốc gia Dnipropetrovsk,Leonid Danylovych Kuchma,ALUMNI_OF,
Học viện Luyện kim Quốc gia Ukraina,Oleksandr Valentynovych Turchynov,ALUMNI_OF,
Đại học Kiev,Leonid Makarovych Kravchuk,ALUMNI_OF,
Học viện Khoa học Xã hội (định hướng),Leonid Makarovych Kravchuk,ALUMNI_OF,
Kharkiv National University of Internal Affairs,Iryna Venediktova,ALUMNI_OF,
Học viện Quan hệ Quốc tế Moscow,Sergey Viktorovich Lavrov,ALUMNI_OF,
Đại học Kyoto,Maehara Seiji,ALUMNI_OF,
Trường Thánh Giuse,Charles Haughey,ALUMNI_OF,
Đại học Cao đẳng Dublin,Charles Haughey,ALUMNI_OF,
Complutense University of Madrid,Alan García,ALUMNI_OF,
Đại học Pantheon-Sorbonne,Alan García,ALUMNI_OF,
Trường Quân sự Chorrillos,Ollanta Humala,ALUMNI_OF,
Đại học Tổng hợp Hà Nội,Nguyễn Phú Trọng,ALUMNI_OF,1963
Học viện Chính trị Quốc gia Hồ Chí Minh,Nguyễn Phú Trọng,ALUMNI_OF,1963
Viện Hàn lâm Khoa học xã hội thuộc Trung ương Đảng Cộng sản Liên Xô,Nguyễn Phú Trọng,ALUMNI_OF,1963
Trường Đại học Mỏ – Địa chất,Trần Đức Lương,ALUMNI_OF,1966
Trường Đại học Luật Thành phố Hồ Chí Minh,Nguyễn Tấn Dũng,ALUMNI_OF,
Học viện Chính trị Quốc gia Hồ Chí Minh,Nguyễn Tấn Dũng,ALUMNI_OF,
Đại học Cornell,Kurt Vonnegut,ALUMNI_OF,
Đại học Carnegie Mellon,Kurt Vonnegut,ALUMNI_OF,
Đại học Chicago,Kurt Vonnegut,ALUMNI_OF,
Đại học Vienna,Joseph Schumpeter,ALUMNI_OF,
Đại học quốc lập Đài Loan,Lý Đăng Huy,ALUMNI_OF,
Đại học Cornell,Lý Đăng Huy,ALUMNI_OF,
Đại học quốc lập Đài Loan,Thái Anh Văn,ALUMNI_OF,
Đại học Cornell,Thái Anh Văn,ALUMNI_OF,
Đại học London,Thái Anh Văn,ALUMNI_OF,
Đại học St. Olaf,Ernest Lawrence,ALUMNI_OF,
Đại học Port Harcourt,Goodluck Jonathan,ALUMNI_OF,
Học viện Quốc phòng Nigeria,Muhammadu Buhari,ALUMNI_OF,
United States Army War College,Muhammadu Buhari,ALUMNI_OF,
Trường Đại học Kinh tế Quốc dân,Nguyễn Xuân Phúc,ALUMNI_OF,
Học viện Hành chính Quốc gia,Nguyễn Xuân Phúc,ALUMNI_OF,
Đại học Quốc gia Singapore,Nguyễn Xuân Phúc,ALUMNI_OF,
Học viện Chính trị Quốc gia Hồ Chí Minh,Nguyễn Xuân Phúc,ALUMNI_OF,
Viện Nghệ thuật Hoàng gia Thụy Điển,Anders Zorn,ALUMNI_OF,
Học viện Mỹ thuật Hoàng gia Thụy Điển,Anders Zorn,ALUMNI_OF,
Học viện Mỹ thuật Hoàng gia San Fernando,Pablo Picasso,ALUMNI_OF,
Trường Nghệ thuật và Thiết kế Cao cấp Pablo Picasso,Pablo Picasso,ALUMNI_OF,
Đại học Radboud Nijmegen,Dries van Agt,ALUMNI_OF,
Học viện Nghệ thuật Hoàng gia,Piet Mondrian,ALUMNI_OF,
Học viện Mỹ thuật Hoàng gia,Vincent van Gogh,ALUMNI_OF,
Đại học Waseda,Furukawa Shuntaro,ALUMNI_OF,
Đại học Waseda,Yamauchi Hiroshi,ALUMNI_OF,
Đại học Waseda,Ishibashi Tanzan,ALUMNI_OF,
Đại học Waseda,Kaifu Toshiki,ALUMNI_OF,
Đại học Waseda,Obuchi Keizō,ALUMNI_OF,
Đại học Thanh Hoa,Vương Hy Cần,ALUMNI_OF,
Đại học,Tào Ngu,ALUMNI_OF,
Đại học Thanh Hoa,Tào Ngu,ALUMNI_OF,
Đại học Thanh Hoa,Chu Tiểu Xuyên,ALUMNI_OF,
Đại học Thanh Hoa,Hoàng Cúc,ALUMNI_OF,
Đại học Thanh Hoa,Giả Xuân Vượng,ALUMNI_OF,
Đại học Stockholm,Andreas Norlén,ALUMNI_OF,
Đại học Linköping,Andreas Norlén,ALUMNI_OF,
Đại học Lund,Tage Erlander,ALUMNI_OF,
Đại học Lund,Ingvar Carlsson,ALUMNI_OF,
Đại học Stockholm,Fredrik Reinfeldt,ALUMNI_OF,
Đại học Thanh Hoa,Ân Dũng,ALUMNI_OF,
Đại học Harvard,Ân Dũng,ALUMNI_OF,
Viện Hàn lâm Khoa học Liên Xô,Doãn Lực,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Doãn Lực,ALUMNI_OF,
Đại học Stanford,Vương tôn William xứ Gloucester,ALUMNI_OF,
Học viện Mỹ thuật Quốc gia,Philip de László,ALUMNI_OF,
Học viện Julian,Philip de László,ALUMNI_OF,
Đại học Mỹ thuật Hungary,Philip de László,ALUMNI_OF,
Đại học Pennsylvania,Toomas Hendrik Ilves,ALUMNI_OF,
Đại học Exeter,Zara Tindall,ALUMNI_OF,
Trường Kinh tế và Khoa học Chính trị Luân Đôn,John Atta Mills,ALUMNI_OF,
Đại học Ghana,John Dramani Mahama,ALUMNI_OF,
Đại học Oxford,Nana Akufo-Addo,ALUMNI_OF,
University of Ghana,Nana Akufo-Addo,ALUMNI_OF,
"Đại học California, Los Angeles",Ardem Patapoutian,ALUMNI_OF,
Viện Công nghệ California,Ardem Patapoutian,ALUMNI_OF,
Đại học Torino,Palmiro Togliatti,ALUMNI_OF,
Đại học Kinh tế Quốc dân Plekhanov,Mikhail Andreyevich Suslov,ALUMNI_OF,
Đại học California tại Berkeley,Steven Chu,ALUMNI_OF,
Cairo University,Jehan Sadat,ALUMNI_OF,
Đại học Cambridge,Salman Rushdie,ALUMNI_OF,
Đại học Gdańsk,Aleksander Kwaśniewski,ALUMNI_OF,
Đại học Philippines,"Benigno Aquino, Jr.",ALUMNI_OF,
Đại học Ateneo de Manila,Benigno Aquino III,ALUMNI_OF,
Học viện Quân sự Hoa Kỳ,Fidel Ramos,ALUMNI_OF,
Viện Công nghệ Mapúa,Joseph Estrada,ALUMNI_OF,
Đại học Trung ương Philippines,Joseph Estrada,ALUMNI_OF,
Đại học San Carlos,Sergio Osmeña,ALUMNI_OF,
Đại học San Juan de Letran,Sergio Osmeña,ALUMNI_OF,
Đại học Santo Tomas,Sergio Osmeña,ALUMNI_OF,
Đại học Manila,Manuel Roxas,ALUMNI_OF,
Trường luật Đại học Philippines,Manuel Roxas,ALUMNI_OF,
Đại học San Juan de Letran,Emilio Aguinaldo,ALUMNI_OF,
Viện Đại học Đông Dương,Võ Nguyên Giáp,ALUMNI_OF,
Đại học San Juan de Letran,José P. Laurel,ALUMNI_OF,
Trường luật Đại học Philippines,José P. Laurel,ALUMNI_OF,
Đại học Santo Tomas,José P. Laurel,ALUMNI_OF,
Đại học Yale,José P. Laurel,ALUMNI_OF,
Đại học José Rizal,Ramon Magsaysay,ALUMNI_OF,
Đại học Philippines,Diosdado Macapagal,ALUMNI_OF,
Đại học Silliman,Carlos Polistico García,ALUMNI_OF,
Trường luật Philippines,Carlos Polistico García,ALUMNI_OF,
Đại học Quốc gia (Philippines),Carlos Polistico García,ALUMNI_OF,
Đại học Georgetown,Gloria Macapagal Arroyo,ALUMNI_OF,
Đại học Hoa Kỳ Beirut,George Habash,ALUMNI_OF,
Kirori Mal College,Amitabh Bachchan,ALUMNI_OF,
Boys' High School & College,Amitabh Bachchan,ALUMNI_OF,
Post Graduate Government College – 11,Amitabh Bachchan,ALUMNI_OF,
Đại học Sri Venkateswara,N. Chandrababu Naidu,ALUMNI_OF,
Đại học Barcelona,Lluís Domènech i Montaner,ALUMNI_OF,
Đại học Nghệ thuật Tokyo,Murakami Takashi,ALUMNI_OF,
Trường THCS và THPT Hongō,Murakami Takashi,ALUMNI_OF,
Đại học Khoa học và Kỹ thuật Hoa Trung,Đường Lương Trí,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Đường Lương Trí,ALUMNI_OF,
Trường Đảng Trung ương,Trần Mẫn Nhĩ,ALUMNI_OF,
Đại học Bắc Kinh,Bạc Hy Lai,ALUMNI_OF,
Đại học George Washington,Glenn Greenwald,ALUMNI_OF,
Đại học New York,Glenn Greenwald,ALUMNI_OF,
University of Chicago,James Comey,ALUMNI_OF,
Đại học Bang Central Connecticut,Miguel Cardona,ALUMNI_OF,
Đại học Connecticut,Miguel Cardona,ALUMNI_OF,
Portsmouth Polytechnic,Grayson Perry,ALUMNI_OF,
Đại học Portsmouth,Grayson Perry,ALUMNI_OF,
Trường ngữ pháp King Edward VI,Grayson Perry,ALUMNI_OF,
Đại học Queen Belfast,Mary McAleese,ALUMNI_OF,
"Trinity College, Dublin",Mary McAleese,ALUMNI_OF,
Đại học Công giáo Forman,Muhammad Mian Soomro,ALUMNI_OF,
"Viện Quản trị Kinh doanh, Karachi",Mamnoon Hussain,ALUMNI_OF,
Đại học Cambridge,Anthony Lake,ALUMNI_OF,
St Anne's College,Simon Rattle,ALUMNI_OF,
Liverpool College,Simon Rattle,ALUMNI_OF,
Đại học Comenius,Miroslav Lajčák,ALUMNI_OF,
Đại học Oxford,Thomas More,ALUMNI_OF,
Đại học Nhà vua Luân Đôn,Thomas Hardy,ALUMNI_OF,
Đại học Nottingham,D. H. Lawrence,ALUMNI_OF,
Đại học Nhà vua Luân Đôn,Virginia Woolf,ALUMNI_OF,
Đại học Exeter,J. K. Rowling,ALUMNI_OF,
Đại học Kent,Kazuo Ishiguro,ALUMNI_OF,
Đại học Đông Anglia,Kazuo Ishiguro,ALUMNI_OF,
Trường Westminster,Henry Purcell,ALUMNI_OF,
Gresham's School,Benjamin Britten,ALUMNI_OF,
Old Buckenham Hall School,Benjamin Britten,ALUMNI_OF,
Trường Thánh Phêrô,John Barry (nhà soạn nhạc),ALUMNI_OF,
University of Ghent,Jacques Rogge,ALUMNI_OF,
Học viện Hành chính Quốc gia,Võ Thị Ánh Xuân,ALUMNI_OF,
Đại học Cần Thơ,Võ Thị Ánh Xuân,ALUMNI_OF,
Trường Đại học Tổng hợp Thành phố Hồ Chí Minh,Võ Văn Thưởng,ALUMNI_OF,1988
"Trường Đại học Khoa học Xã hội và Nhân văn, Đại học Quốc gia Thành phố Hồ Chí Minh",Võ Văn Thưởng,ALUMNI_OF,1988
Học viện Hành chính Quốc gia,Võ Văn Thưởng,ALUMNI_OF,1988
Học viện Chính trị Quốc gia Hồ Chí Minh,Võ Văn Thưởng,ALUMNI_OF,1988
Đại học Hamburg,Ole von Beust,ALUMNI_OF,
Humboldt University of Berlin,Sabine Bergmann-Pohl,ALUMNI_OF,
Đại học Moskva,Nikolai Ivanovich Bukharin,ALUMNI_OF,1911
Đại học Odessa,Lev Davidovich Trotsky,ALUMNI_OF,
Đại học Oxford,John Keegan,ALUMNI_OF,
Đại học Stanford,Norman Naimark,ALUMNI_OF,
University of Göttingen,Ursula von der Leyen,ALUMNI_OF,
École spéciale militaire de Saint-Cyr,Patrice de Mac Mahon,ALUMNI_OF,
Đại học Cambridge,Peter Paul Rubens,ALUMNI_OF,
Học viện Mỹ thuật Hoàng gia,René Magritte,ALUMNI_OF,
Đại học Jean Moulin Lyon 3,Anne Hidalgo,ALUMNI_OF,
Học viện Thụy Sĩ,Camille Pissarro,ALUMNI_OF,
Trường Lycée Condorcet,Georges Eugène Haussmann,ALUMNI_OF,
Đại học Keele,Netumbo Nandi-Ndaitwah,ALUMNI_OF,
Đại học Glasgow Caledonian,Netumbo Nandi-Ndaitwah,ALUMNI_OF,
University of North London,Sadiq Khan,ALUMNI_OF,
The University of Law,Sadiq Khan,ALUMNI_OF,
Đại học Panthéon-Assas,Sébastien Lecornu,ALUMNI_OF,
Đại học Minnesota,Lamberto Dini,ALUMNI_OF,
Đại học Michigan,Lamberto Dini,ALUMNI_OF,
Đại học Kiel,Franz Oppenheimer,ALUMNI_OF,
Đại học Rennes 2 – Thượng Brittany,Jean-Yves Le Drian,ALUMNI_OF,
École Normale Supérieure,Jean Jaurès,ALUMNI_OF,
Đại học Paris,Jean-Luc Godard,ALUMNI_OF,
Đại học Paris,Jean-Luc Godard,ALUMNI_OF,
Trường nghiên cứu cao cấp thực hành,Chandrika Kumaratunga,ALUMNI_OF,
Đại học Genoa,Giuseppe Mazzini,ALUMNI_OF,
École normale supérieure de Lyon,Ian Brossat,ALUMNI_OF,
Đại học Kinh tế Quốc gia và Thế giới,Kristalina Georgieva,ALUMNI_OF,
Đại học Athens,Vassiliki Thanou-Christophilou,ALUMNI_OF,
Đại học Paris II,Vassiliki Thanou-Christophilou,ALUMNI_OF,
Đại học Tokyo,Ueda Kazuo,ALUMNI_OF,
Viện Công nghệ Massachusetts,Ueda Kazuo,ALUMNI_OF,
Đại học Wesleyan,John Lipsky,ALUMNI_OF,
Đại học Stanford,John Lipsky,ALUMNI_OF,
Đại học Tokyo,Katō Katsunobu,ALUMNI_OF,
Đại học Harvard,Charles Joseph Bonaparte,ALUMNI_OF,
Đại học Waseda,Nukaga Fukushirō,ALUMNI_OF,
Trường đại học Poitiers,François Rabelais,ALUMNI_OF,
Trường đại học Montpellier,François Rabelais,ALUMNI_OF,
Đại học Tartu,Andrus Ansip,ALUMNI_OF,
Đại học Helsinki,Matti Vanhanen,ALUMNI_OF,
"Cistercian College, Roscrea",Brian Cowen,ALUMNI_OF,
University College Dublin,Brian Cowen,ALUMNI_OF,
Đại học Comenius,Robert Fico,ALUMNI_OF,
Đại học Turin,Urbano Rattazzi,ALUMNI_OF,
Trường Nội trú Quốc gia Cicognini,Bettino Ricasoli,ALUMNI_OF,
Đại học Palermo,Francesco Crispi,ALUMNI_OF,
Đại học Turin,Giovanni Giolitti,ALUMNI_OF,
Đại học Padua,Luigi Luzzatti,ALUMNI_OF,
Đại học Napoli Federico II,Antonio Salandra,ALUMNI_OF,
Đại học Bari,Aldo Moro,ALUMNI_OF,
Đại học Urbino,Arnaldo Forlani,ALUMNI_OF,
Đại học Panthéon-Assas,Alexander Schallenberg,ALUMNI_OF,
Đại học Wien,Christian Kern,ALUMNI_OF,
Đại học Viên,Brigitte Bierlein,ALUMNI_OF,
Đại học Kinh tế và Doanh nghiệp Viên,Hartwig Löger,ALUMNI_OF,
Đại học St. Gallen,Hartwig Löger,ALUMNI_OF,
Học viện quân sự Georgi Rakovski,Rumen Radev,ALUMNI_OF,
Trường đại học không chiến,Rumen Radev,ALUMNI_OF,
"Đại học Kinh tế, Praha",Miloš Zeman,ALUMNI_OF,
Đại học Masaryk,Bohuslav Sobotka,ALUMNI_OF,
Đại học Masaryk,Petr Fiala,ALUMNI_OF,
Đại học Charles ở Praha,Petr Fiala,ALUMNI_OF,
Đại học Zagreb,Zoran Milanović,ALUMNI_OF,
Đại học Zagreb,Franjo Tuđman,ALUMNI_OF,
Đại học Copenhagen,Helle Thorning-Schmidt,ALUMNI_OF,
Đại học Nhà vua Luân Đôn,Petr Pavel,ALUMNI_OF,
Đại học Charles-Ferdinand,Franz Kafka,ALUMNI_OF,
Đại học Copenhagen,Margrethe Vestager,ALUMNI_OF,
Đại học Copenhagen,Johannes Vilhelm Jensen,ALUMNI_OF,
Học viện Mỹ thuật Hoàng gia Đan Mạch,Jørn Utzon,ALUMNI_OF,
Đại học Khoa học Đời sống Estonia,Alar Karis,ALUMNI_OF,
Đại học Helsinki,Anneli Jäätteenmäki,ALUMNI_OF,
Đại học Helsinki,Mari Kiviniemi,ALUMNI_OF,
Đại học Helsinki,Rafael Erich,ALUMNI_OF,
Đại học Helsinki,Antti Tulenheimo,ALUMNI_OF,
Đại học Helsinki,Edwin Linkomies,ALUMNI_OF,
Đại học Helsinki,Pehr Evind Svinhufvud,ALUMNI_OF,
Đại học Helsinki,Johan Wilhelm Rangell,ALUMNI_OF,
Đại học Helsinki,Juho Kusti Paasikivi,ALUMNI_OF,
Đại học Helsinki,Urho Kekkonen,ALUMNI_OF,
Đại học Helsinki,Keijo Liinamaa,ALUMNI_OF,
Đại học Helsinki,Teuvo Aura,ALUMNI_OF,
Đại học Tampere,Jyrki Katainen,ALUMNI_OF,
Đại học Helsinki,Harri Holkeri,ALUMNI_OF,
Đại học Paris-Sorbonne,Alexander Stubb,ALUMNI_OF,
Trường Kinh tế London,Alexander Stubb,ALUMNI_OF,
Đại học Oulu,Juha Sipilä,ALUMNI_OF,
Đại học Turku,Sauli Niinistö,ALUMNI_OF,
Đại học Eötvös Loránd,Orbán Viktor,ALUMNI_OF,
Đại học Athens,Konstantinos Karamanlis,ALUMNI_OF,
